Process_ID,Interval,Layer,Height_mean,Layer_depth_min,Layer_depth_max,Ping_S,Ping_E,Ping_M,Dist_S,Dist_E,Dist_M,VL_start,VL_end,VL_mid,Date_S,Time_S,Date_E,Time_E,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,Exclude_below_line_depth_mean,Program_version,Processing_version,Processing_date,Processing_time,EV_filename,Standard_deviation,Kurtosis,Num_targets,TS_mean,Target_range_mean,Thickness_mean,Exclude_below_line_range_mean,Target_depth_mean,Beam_volume_sum,Wedge_volume_sampled,Target_length_mean,Grid_reference_line,Layer_top_to_reference_line_depth,Layer_top_to_reference_line_range,Layer_bottom_to_reference_line_depth,Layer_bottom_to_reference_line_range,Exclude_below_line_depth_min,Exclude_below_line_range_min,Exclude_below_line_depth_max,Exclude_below_line_range_max,Heave_source,Heave_min,Heave_max,Heave_mean
12968,1,1,3.524433,0.000000,5.000000,1,15778,7889,0.000054,2.839748,1.470545,6.616000,9.573605,8.187240,20210302, 08:53:07.8450,20210302, 09:56:38.0420,20210302, 09:29:50.6450,-2.44775749,33.47122633,-2.44136791,33.47878935,-2.44213820,33.47245680,5.301454,"12.1.27.43020",3,20220121, 16:15:05.8960,"I:\MyPassport\Shallow water data process\Vic processing_80threshold.EV",0.00166752357057,78.712189,272,-36.538485,3.012220,3.524433,5.301454,3.010646,4043.185490,5724.092923,-9.9e+37,"Surface (depth of zero)",0.000000,0.000000,5.000000,5.000000,1.185990,1.185990,7.891453,7.891453,"",0.000000,0.000000,0.000000
12968,1,2,1.001769,5.000000,10.000000,1,15778,7889,0.000054,2.839748,1.470545,6.616000,9.573605,8.187240,20210302, 08:53:07.8450,20210302, 09:56:38.0420,20210302, 09:29:50.6450,-2.44775749,33.47122633,-2.44136791,33.47878935,-2.44213820,33.47245680,5.301454,"12.1.27.43020",3,20220121, 16:15:05.8960,"I:\MyPassport\Shallow water data process\Vic processing_80threshold.EV",0.00004760696176,217.571138,945,-48.866840,6.165568,1.001769,5.301454,6.162257,4871.527225,3634.518926,-9.9e+37,"Surface (depth of zero)",5.000000,5.000000,10.000000,10.000000,1.185990,1.185990,7.891453,7.891453,"",0.000000,0.000000,0.000000
